a,xtsne,ytsne,label
18547,-7.7973886,-1.1555967,2.0
28482,-0.62746406,6.3940287,4.0
66172,-3.5964334,-4.2804375,6.0
55776,1.6448673,3.8778613,9.0
7610,-6.2735186,5.2368255,1.0
25082,3.2030675,4.116888,4.0
27568,-0.6872728,7.2803884,4.0
12158,-5.7177596,2.8993533,1.0
37884,-5.5206523,-6.5275235,6.0
20564,4.216261,-3.1069024,3.0
57577,0.29995707,5.1911826,9.0
16267,-9.966076,0.2596356,2.0
27316,6.2481103,5.5970592,4.0
12308,-1.8783059,2.1369848,1.0
34396,-2.871482,-1.493079,5.0
47954,4.040954,7.541954,7.0
17050,-7.640061,-0.35027814,2.0
31130,2.0669036,-1.8473166,5.0
31610,1.7232457,-1.7486502,5.0
50381,3.4781613,-0.36733958,8.0
49448,5.472791,-0.4427774,8.0
53343,3.7678905,-1.5221977,8.0
53817,-0.14754853,0.59006023,8.0
37757,-3.9472806,-7.8896513,6.0
12716,-8.305866,-3.5640507,2.0
31819,3.1660557,-2.2229455,5.0
40925,-3.0554042,-0.5386751,6.0
29179,2.8033104,3.3796623,4.0
30793,5.487931,-6.172338,5.0
66656,-5.8756995,-5.187365,6.0
59710,3.518539,4.2908235,9.0
51159,6.0020256,-4.2156487,8.0
38555,-4.9980135,-6.153931,6.0
6512,-8.8582535,3.0728657,1.0
18210,-7.377768,-0.4086929,2.0
11504,-7.4970236,3.4403477,1.0
55743,-1.7946104,6.743582,9.0
64947,3.1167865,5.1005964,4.0
29367,-1.5112902,7.262917,4.0
42877,-1.0341287,9.58655,7.0
57463,6.9066505,3.4136324,9.0
42424,4.0475698,8.072896,7.0
18008,-7.901881,-3.478345,2.0
57846,5.3635354,2.7675238,9.0
22726,5.52419,-3.9553769,3.0
15736,-5.495029,-2.5065374,2.0
10203,-2.84649,1.9338547,1.0
13080,-6.6701484,0.6129831,2.0
29250,-1.545291,7.2150617,4.0
51282,0.5789826,0.7972204,8.0
4175,2.4945097,-7.269319,0.0
66970,-3.9500005,-4.540626,6.0
46180,-2.839858,5.65601,7.0
46340,3.0829954,7.925359,7.0
20144,5.1830325,-4.934927,3.0
10799,-7.441706,5.2944098,1.0
29257,-0.55245304,7.092288,4.0
32052,3.4716644,-3.204345,5.0
23261,4.731691,-5.105577,3.0
43246,5.6523585,8.692556,7.0
28894,6.3140483,5.9738235,4.0
32392,-1.868041,-1.7456574,5.0
55056,2.2223654,4.8320723,9.0
67572,1.4873072,4.1092486,7.0
61975,-8.022129,4.509373,1.0
30135,1.1783159,5.2131367,4.0
27324,8.169345,3.8624938,4.0
5804,0.9599147,-7.2302876,0.0
62953,-3.4830341,-1.7282137,2.0
10413,-6.729396,4.820127,1.0
15167,-6.244945,-2.1194332,2.0
38940,-3.479799,-10.059719,6.0
10477,-5.676958,3.2568316,1.0
28443,2.2874854,6.904632,4.0
44503,-3.7843733,7.110964,7.0
32111,-1.9921511,-1.7594852,5.0
1518,1.9874551,-7.057008,0.0
53102,1.7202711,0.4994535,8.0
54834,4.1245728,4.8561473,9.0
39157,-4.134377,-3.9706423,6.0
18589,-4.500534,-0.079605184,2.0
24696,6.606208,-2.6760716,3.0
24366,5.2367086,-5.162425,3.0
8730,-4.1856604,4.293078,1.0
63568,7.4704447,-3.4491231,3.0
13863,-7.6770253,-2.72313,2.0
24603,5.7421217,-5.3920894,3.0
20885,2.5648346,-3.5417855,3.0
11367,-7.3249817,4.3397217,1.0
3163,3.7406044,-8.69316,0.0
12534,-6.5875154,5.079439,1.0
42612,-3.663757,6.7586517,7.0
55181,1.874173,4.031582,9.0
69217,3.17369,3.8135443,9.0
37540,-3.484681,-9.790005,6.0
12144,-5.8358674,5.2052865,1.0
56575,4.161106,6.1109643,9.0
8464,-5.8031726,3.8383732,1.0
6726,-4.2194333,1.6942505,1.0
53799,1.1733215,-0.4966818,8.0
23665,2.8627648,-4.606201,3.0
44761,-3.6568809,9.156654,7.0
60668,-0.2592948,-6.0573955,0.0
35885,2.607068,-1.8745967,5.0
69504,3.2733157,5.0051627,9.0
47253,1.5633285,8.349158,7.0
14556,-4.1217422,-0.0665259,2.0
20463,3.7237391,-5.8723736,3.0
5485,-0.12982379,-10.263242,0.0
1812,2.9274054,-7.9373045,0.0
4839,-1.0364172,-8.748105,0.0
25472,-2.3011677,6.2249837,4.0
46560,-1.7822733,8.5176735,7.0
47621,-1.8946052,8.189942,7.0
35851,-0.5748385,-2.5500493,5.0
30466,-0.17925552,4.199513,4.0
49231,0.068790674,0.37755632,8.0
56483,3.0718744,4.757131,9.0
29348,4.966286,5.3137884,4.0
59983,4.043058,5.4574766,9.0
46884,2.7961066,8.357668,7.0
46806,-2.9804883,5.357073,7.0
42568,0.62601304,6.341195,7.0
3628,-0.57655007,-6.8800178,0.0
5532,-0.51808035,-5.458313,0.0
14748,-7.706459,0.47222576,2.0
15400,-7.914403,0.29945913,2.0
26568,4.2523813,6.0000563,4.0
36983,-3.6220584,-3.39327,6.0
54670,6.723287,3.2836921,9.0
4774,1.28176,-9.202158,0.0
42888,1.0181228,9.523711,7.0
46787,5.60029,7.4907727,7.0
10468,-5.6050334,4.4436274,1.0
57465,-0.17837267,4.107284,9.0
43338,4.904938,8.054557,7.0
42576,1.5139873,8.499507,7.0
42999,-2.8292203,7.6553154,7.0
10734,-6.5759063,5.268512,1.0
42963,5.646874,5.2562356,7.0
54262,2.32442,5.455214,9.0
62183,-7.240273,-3.7627575,2.0
52369,0.54558504,-0.18347712,8.0
39858,-4.4341865,-6.0299025,6.0
16061,-5.81407,-1.078958,2.0
19520,1.2644874,-3.09321,3.0
53357,0.94853306,-0.25351202,8.0
20111,1.2736219,-4.4363556,3.0
55371,5.911141,3.578849,9.0
60500,2.903491,-8.52812,0.0
67589,2.4335358,4.181849,7.0
51303,-0.84145087,0.40831015,8.0
5995,-5.0239344,4.65296,1.0
33015,3.418316,-2.5797267,5.0
36263,-4.3989077,-5.1263113,6.0
1466,4.1486645,-8.942736,0.0
29990,0.5955136,7.2715797,4.0
36051,-2.8414278,-4.5783634,6.0
12043,-10.039408,1.7905179,1.0
41637,-2.9028695,-4.595749,6.0
22777,3.7133949,-4.711682,3.0
5201,0.16509774,-6.844231,0.0
7583,-1.7116579,2.1093504,1.0
50841,4.001709,0.3670238,8.0
21827,1.9623001,-3.9192455,3.0
20334,4.5979815,-3.0974205,3.0
11031,-2.780919,1.958238,1.0
25751,9.493411,3.8036783,4.0
38010,-5.977954,-6.7943635,6.0
33009,6.637016,-5.2991095,5.0
66320,-3.553731,-5.5951085,6.0
18579,-7.606221,-0.28143096,2.0
62133,-5.7307653,-2.7622623,2.0
40261,-3.1007938,-7.3310447,6.0
41117,-4.0309954,-8.047924,6.0
31934,1.6629735,-1.5859423,5.0
30535,8.806683,4.3127227,4.0
36640,-2.9963522,-4.992234,6.0
31413,-1.9574819,-1.6503955,5.0
33657,-0.7222001,-1.6207747,5.0
46907,3.669764,9.520602,7.0
9102,-5.876817,2.7736719,1.0
42592,-0.535456,8.521656,7.0
64112,2.004267,-3.5670493,3.0
51690,1.5408468,-0.53269154,8.0
36979,-4.223902,-9.50842,6.0
14884,-5.4411597,-1.1910568,2.0
41785,-3.760068,-5.443711,6.0
68742,0.66429025,0.17793061,8.0
23049,2.106507,-4.386735,3.0
44433,0.60042423,9.04468,7.0
6545,-3.2053688,3.2094636,1.0
21316,6.1459765,-3.6532412,3.0
63836,4.1652856,-4.446383,3.0
62355,-5.6241736,0.21770684,2.0
27430,7.1747527,4.864774,4.0
53289,2.219272,0.07603406,8.0
26040,8.68347,3.3300495,4.0
46867,-3.6810806,5.866469,7.0
51737,1.7247021,1.8433558,8.0
51649,5.72886,-1.1872078,8.0
42973,5.3205175,7.7347965,7.0
26672,3.1923773,6.5050263,4.0
59225,0.27478474,4.028647,9.0
62208,-7.9915924,-3.5018976,2.0
62173,-7.1751895,-2.2335093,2.0
42025,-3.4547453,8.626355,7.0
67132,-3.376353,9.353488,7.0
38513,-3.7043033,-9.639603,6.0
29153,5.786602,5.338107,4.0
39397,-2.5095367,-10.378588,6.0
59220,6.8721423,3.7403293,9.0
49526,-0.3952477,1.1381234,8.0
20465,4.2950783,-5.812001,3.0
24334,3.43018,-4.5508127,3.0
18660,1.666023,-4.351212,3.0
53667,3.5676186,-0.07563157,8.0
18300,-4.1895876,0.30187106,2.0
9117,-6.055843,4.191116,1.0
69078,8.40568,2.544592,9.0
37316,-6.054713,-6.44753,6.0
27854,8.96323,4.061531,4.0
21160,1.4292406,-3.3540578,3.0
23695,4.6272187,-5.0748453,3.0
63000,-6.0295753,0.8770126,2.0
52754,1.8521552,0.8046782,8.0
16840,-7.238807,0.8182939,2.0
65002,7.491252,4.5103335,4.0
51006,-1.4368923,0.6507653,8.0
15967,-3.5456572,-0.10259789,2.0
59389,5.3489604,3.532752,9.0
16112,-8.288261,-3.2321427,2.0
68587,1.7854171,-0.4523931,8.0
43825,5.316358,7.60018,7.0
35194,-0.023804352,-2.6887176,5.0
28253,7.002396,2.562078,4.0
27998,-1.4640319,7.12936,4.0
13224,-4.0169683,0.30835217,2.0
49933,1.4678112,1.7061967,8.0
66456,-5.527051,-5.4149494,6.0
28823,6.0485077,6.301491,4.0
11030,-3.295963,2.0117898,1.0
57707,2.444012,4.4237266,9.0
39863,-5.378511,-4.7834077,6.0
61540,-2.4669604,2.5386393,1.0
54292,2.908539,5.893572,9.0
50650,1.7225395,1.2788191,8.0
66853,-3.5289683,-7.6571617,6.0
37222,-2.8261106,-4.470256,6.0
38393,-3.1125062,-5.0506334,6.0
24533,6.238614,-2.7498662,3.0
60492,1.0730243,-8.358744,0.0
22739,4.742467,-3.2287202,3.0
6652,-6.927633,3.183317,1.0
30791,5.2256293,-4.051293,5.0
37830,-3.6102128,-8.091507,6.0
52290,7.845536,0.47648785,8.0
27432,8.548529,3.9725726,4.0
39189,-2.0593636,-5.4177146,6.0
67440,-0.76969725,10.180129,7.0
9515,-6.229374,3.1341832,1.0
54182,-0.19993785,5.202672,9.0
33054,-1.0294746,-1.6048506,5.0
43972,-3.0149202,9.353109,7.0
24406,7.3743815,-1.5981001,3.0
7595,-9.655927,3.4837723,1.0
49925,5.9424753,-7.1725907,8.0
59596,2.1345243,5.2929277,9.0
18022,-8.410288,-3.7778614,2.0
29550,0.6953211,7.254994,4.0
69081,3.7025948,3.845277,9.0
61346,-2.5946493,2.162785,1.0
1652,-0.36282378,-6.3817716,0.0
48751,3.758458,0.6411938,8.0
65754,7.673789,-4.929575,5.0
26108,6.379711,3.0644684,4.0
38688,-3.0199935,-5.0645075,6.0
14299,-6.321617,-3.2698202,2.0
43592,-3.4180849,9.106093,7.0
41181,-3.9423437,-4.815999,6.0
22041,8.056016,-3.796062,3.0
43300,5.6503015,8.476878,7.0
55256,1.8500669,6.446959,9.0
3899,3.535842,-8.053457,0.0
54421,2.6515472,5.2972264,9.0
36688,-5.4072347,-5.5230055,6.0
47902,0.4093992,8.706751,7.0
34009,3.2637157,-1.8314202,5.0
68087,6.3994703,-5.6964517,8.0
60621,3.1553905,-9.340207,0.0
53228,5.6686187,-0.3643211,8.0
14842,-7.954212,-3.5583165,2.0
68591,3.7791533,0.53807914,8.0
56012,3.0236974,4.639462,9.0
32112,4.151674,0.6755777,5.0
5966,-9.4529505,3.4773433,1.0
43035,0.44178197,9.122969,7.0
18999,5.380152,2.1210117,3.0
20309,1.7784253,-4.0921836,3.0
44134,2.0107837,8.581476,7.0
30399,9.347671,4.2461066,4.0
63142,-6.3004136,-3.4664774,2.0
7763,-8.019301,4.5302386,1.0
386,0.73518133,-8.099725,0.0
16963,-2.546696,-2.5274565,2.0
43073,4.821856,8.570366,7.0
13992,-4.8901086,-1.852302,2.0
36833,-2.7416103,-6.3099384,6.0
49364,-0.7332851,1.0971218,8.0
44447,5.5404243,7.5727,7.0
42921,1.8458337,9.00792,7.0
22154,1.4765148,-3.96878,3.0
34774,-0.3255893,-3.3872225,5.0
56054,6.6399255,3.380609,9.0
58944,-0.25005108,4.0063896,9.0
49214,1.1124979,0.9385099,8.0
44208,4.593644,8.712364,7.0
69885,3.6855006,4.1350403,9.0
7650,-2.9813287,3.7494297,1.0
27271,6.184258,4.9373827,4.0
38423,-3.0607305,-6.1820517,6.0
11366,-6.9300694,3.3567564,1.0
31454,-0.25475454,-2.300604,5.0
59133,1.3944458,4.823525,9.0
55287,-3.188063,7.105856,9.0
39062,-4.8389883,-5.4024873,6.0
43625,-3.6248364,7.5291767,7.0
69980,-1.5726204,7.463194,9.0
26266,2.5369747,7.05926,4.0
62871,-8.032284,-4.0663743,2.0
41302,-3.2652051,-6.7756352,6.0
38712,-4.1427393,-9.322378,6.0
1329,-1.1421549,-8.754169,0.0
22206,3.7506583,-2.3219333,3.0
60194,1.3427265,-6.9604616,0.0
67010,-1.9175774,8.747798,7.0
68602,6.523022,-0.03918506,8.0
51989,-0.8879628,1.3447665,8.0
10081,-7.155294,5.0474095,1.0
5735,2.8907797,-9.295606,0.0
27826,6.5938234,4.899632,4.0
2870,1.70857,-9.695702,0.0
50692,3.412027,0.067388594,8.0
51399,2.8553903,1.5493703,8.0
69048,2.606981,4.5130396,9.0
20268,5.5772343,-3.3018541,3.0
9983,-5.802068,2.8068428,1.0
33870,7.4861293,-4.9593563,5.0
32725,7.552849,-4.714642,5.0
30515,-0.39796498,6.6385083,4.0
28916,2.812871,3.7490258,4.0
66021,0.049076535,-1.3969067,5.0
68922,2.4131212,0.027564952,8.0
52997,2.1823978,-0.022498742,8.0
864,0.20983465,-8.491864,0.0
47245,-2.164857,8.360475,7.0
60856,0.0071491487,-7.4055834,0.0
8147,-2.5438783,1.8013277,1.0
49599,6.73512,0.30140626,8.0
19647,2.0278342,-4.507297,3.0
27871,1.9575932,5.8215146,4.0
45066,-0.51454157,8.486496,7.0
14508,-8.511081,-3.65552,2.0
66711,-3.295685,-4.42101,6.0
32447,-0.38579994,-2.5205698,5.0
1719,1.4572382,-10.306355,0.0
14549,-4.152342,-0.056202173,2.0
10890,-3.0196009,2.9215693,1.0
7263,-5.7862883,2.8719158,1.0
60797,-0.28548583,-9.979086,0.0
16618,-6.957924,0.55361915,2.0
32595,-2.2665906,-1.5096061,5.0
39044,-3.975903,-8.859207,6.0
9053,-2.007383,2.0097055,1.0
54242,6.726917,3.095894,9.0
46998,-1.6142321,9.415585,7.0
7756,-8.02809,4.2509522,1.0
65922,2.2900858,-2.1814108,5.0
64469,6.8201737,2.7702029,4.0
20453,2.1313765,-5.306489,3.0
30512,-0.30784836,5.204773,4.0
28465,3.6059825,2.7162683,4.0
41055,-3.1617038,-6.1974697,6.0
16179,-8.431788,-3.4793906,2.0
8370,-5.479023,4.0772815,1.0
62709,-6.0328274,-0.59773976,2.0
20653,7.3693495,-2.487305,3.0
68133,6.2252674,0.19361883,8.0
65513,2.7112608,-2.7770915,5.0
33683,1.2333845,-1.8269014,5.0
43938,0.828164,9.4663725,7.0
39094,-2.8102674,-6.1811776,6.0
29651,-0.20749635,4.5991244,4.0
52774,0.91246283,0.14824682,8.0
56598,7.5789585,3.000593,9.0
33563,3.2671409,-2.1301074,5.0
11131,-3.7976518,3.6297786,1.0
53778,4.0984125,0.34154806,8.0
6725,-7.3739185,5.23661,1.0
55440,8.840543,2.2780898,9.0
26929,2.0992818,5.9215913,4.0
2631,2.0015326,-6.463468,0.0
36392,-4.4754233,-9.714471,6.0
64200,6.834634,5.1589866,4.0
45714,-2.6391802,7.5214176,7.0
724,2.7646902,-7.311863,0.0
58919,6.8771977,3.4452262,9.0
12431,-5.2139153,3.678496,1.0
7110,-7.8136725,3.5443828,1.0
10664,-10.077583,1.2168384,1.0
26828,6.5010066,2.2006369,4.0
45023,-3.1032531,7.161365,7.0
16870,-6.426882,-1.4039348,2.0
4692,0.76109535,-10.607882,0.0
24012,2.109851,-0.37006232,3.0
62450,-8.314462,-2.832622,2.0
20873,4.543947,-5.2143984,3.0
61435,-5.0005608,4.2584805,1.0
57622,0.11831933,7.5184903,9.0
24750,1.0379182,-4.032678,3.0
31208,6.688981,-4.007967,5.0
43912,-2.4745972,8.276114,7.0
57185,2.6042433,6.282268,9.0
5499,-0.41423777,-7.2781363,0.0
25356,0.5565082,5.687445,4.0
5388,1.7005216,-9.507296,0.0
19334,-0.06729857,-5.3239713,3.0
42833,-2.4696903,8.2583065,7.0
49893,-0.1668237,3.0201292,8.0
64851,2.3919036,6.102413,4.0
22369,3.8509235,-5.2222185,3.0
19306,6.036472,-2.3892314,3.0
14908,-4.332063,-3.4961803,2.0
50457,3.0324206,1.6281708,8.0
212,3.2266126,-9.604339,0.0
23704,5.948706,-5.5755873,3.0
14216,-6.3983955,1.1519548,2.0
66,3.34572,-7.569982,0.0
34496,1.0441724,-2.475485,5.0
1638,1.7145585,-7.320712,0.0
33121,0.6648701,-2.9825094,5.0
5900,-0.35148126,-6.552373,0.0
41648,-3.6928887,-3.4631007,6.0
23452,1.4785548,-3.3247201,3.0
57064,2.8481915,5.892814,9.0
50912,2.3469615,1.7880021,8.0
57635,6.9720626,2.6243222,9.0
15039,-4.0166664,0.027302632,2.0
52452,2.7620049,0.72370017,8.0
16109,-8.020458,-2.8570364,2.0
61442,-2.6785245,2.6410856,1.0
35278,-0.51410216,-2.4197152,5.0
45309,5.3444653,8.756427,7.0
64476,9.271929,3.998508,4.0
3498,2.4712036,-9.646595,0.0
23542,6.9872165,-5.928125,3.0
22268,4.6823015,-4.896868,3.0
35251,7.8959746,-4.8532596,5.0
23220,7.1477375,-4.706034,3.0
65888,-0.09010406,-2.3941243,5.0
29101,7.3559875,3.9824736,4.0
10770,-4.831571,2.3649476,1.0
43039,-2.2005942,6.164858,7.0
55541,5.090008,4.7971697,9.0
2219,0.25960216,-8.016667,0.0
45897,-3.2770448,6.208952,7.0
55153,6.9157557,2.270758,9.0
52466,6.0176225,-0.09038497,8.0
64933,3.6596591,5.64484,4.0
34509,2.2231023,-1.9699119,5.0
68455,2.2054172,0.256041,8.0
64246,8.973618,3.7597308,4.0
45703,-4.0580955,7.4148607,7.0
37846,-1.3549702,-5.0511274,6.0
18445,-8.143882,-4.0716352,2.0
33016,-1.2377717,-1.4863311,5.0
8875,-3.96494,2.277916,1.0
48938,0.65920603,0.1076854,8.0
21995,1.2009659,-3.592949,3.0
27619,6.73535,4.9028506,4.0
53373,3.2379313,1.3936539,8.0
68060,-6.4355893,4.158218,8.0
45241,5.33886,-0.5836717,7.0
30833,7.1017246,-4.6679792,5.0
23666,3.0310261,-4.3545027,3.0
62434,-5.15158,-1.9541223,2.0
33923,-0.26870003,-2.5804353,5.0
31251,3.9782894,0.9794058,5.0
8808,-2.844003,3.9052308,1.0
5708,2.598096,-9.449402,0.0
46982,1.7389266,8.154447,7.0
30348,6.6623936,5.6963253,4.0
34349,6.900639,-4.5060577,5.0
41357,-5.8203306,-5.8774495,6.0
64222,3.6229072,4.408442,4.0
23483,8.285005,-2.9116666,3.0
39992,-5.1368823,-8.060773,6.0
62605,-3.4809012,0.17595683,2.0
53540,1.3027064,0.12854937,8.0
55214,-0.7213486,5.012983,9.0
49549,1.8138661,-0.06515098,8.0
49050,2.1554117,0.76668286,8.0
60952,-0.6003157,-8.843516,0.0
34651,0.41369078,-1.7023829,5.0
996,-0.74150634,-5.0473247,0.0
48766,2.299915,0.4522568,8.0
45414,2.8999567,8.42031,7.0
36450,-3.3470683,-5.403157,6.0
21350,4.4196644,-3.367538,3.0
53626,-0.37130195,1.5229737,8.0
63637,3.2377474,-3.778999,3.0
32980,3.4242902,-1.0193357,5.0
7964,-9.506597,3.366637,1.0
44449,2.2700527,8.516416,7.0
11312,-9.452162,2.901949,1.0
1704,1.6564707,-6.336332,0.0
22024,1.9366411,-1.8313539,3.0
19749,4.2790937,-4.7608194,3.0
38546,-3.8564646,-7.618974,6.0
40952,-3.3370695,-10.189806,6.0
68698,1.7807528,1.7264706,8.0
13128,-4.0421877,0.019024566,2.0
14265,-5.7105055,-1.1504909,2.0
5314,3.4175975,-9.476205,0.0
53175,-0.1661657,0.5775557,8.0
1617,-0.18219034,-6.179165,0.0
37345,-3.2989745,-6.3095613,6.0
65699,-0.99713033,-2.4780412,5.0
34877,-0.6780598,-2.8638172,5.0
59614,2.3044739,5.482197,9.0
50882,3.2223368,0.37940392,8.0
16093,-5.1024146,-0.834042,2.0
25104,2.0634613,6.5888224,4.0
65970,3.7352636,0.18016914,5.0
28589,2.8067596,6.7769103,4.0
29242,-1.180973,5.688741,4.0
53018,-0.41684029,0.43327025,8.0
48648,1.4258337,2.4645593,8.0
20138,4.498994,-5.593321,3.0
46165,4.9870777,7.452179,7.0
18304,-6.1726856,0.7340675,2.0
32604,0.5273633,-1.7807274,5.0
42152,-1.6037607,8.969444,7.0
58108,4.0576763,4.6819525,9.0
56656,1.8233472,3.9170578,9.0
16059,-7.248406,0.66489744,2.0
57145,5.0224566,3.5057104,9.0
2113,2.4369202,-9.763029,0.0
35001,-0.68831664,-1.4422339,5.0
15111,-4.1914563,0.10458573,2.0
56114,6.756575,2.3053849,9.0
17110,-6.6546984,-2.805509,2.0
34127,7.5231733,-4.766762,5.0
133,-1.392767,-8.558028,0.0
17765,-7.814511,-0.50933605,2.0
28795,4.3151917,2.8259857,4.0
45257,2.2884402,4.187887,7.0
5318,1.8157061,-10.51162,0.0
37108,-3.0890796,-6.6484737,6.0
48018,-1.245686,10.066667,7.0
46843,-3.1069908,5.7540183,7.0
14000,-8.209751,-3.179327,2.0
23563,3.157979,-4.4309516,3.0
17989,-6.8284807,-1.5192046,2.0
31849,3.5615215,-2.1165075,5.0
65445,3.1244216,-1.463138,5.0
15945,-7.1822767,0.38623303,2.0
68822,2.2717535,1.423207,8.0
33485,7.8063145,-5.591282,5.0
64690,1.9883828,6.744603,4.0
61902,-9.571173,3.4841468,1.0
31879,3.0664954,-2.8687336,5.0
30024,4.3891363,4.4163733,4.0
54517,1.2932224,6.483852,9.0
52814,0.008335846,0.03728258,8.0
65201,-1.606677,-0.72148246,5.0
3934,-0.8125587,-7.523986,0.0
67607,1.9065211,9.829013,7.0
2203,-0.20273782,-10.113029,0.0
9642,-2.9741085,3.6734223,1.0
56354,3.9302197,3.4613326,9.0
52985,1.7151884,-0.035296995,8.0
18187,-5.1102324,-0.7176771,2.0
65254,1.4062495,-1.902393,5.0
25929,-7.347623,5.4798775,4.0
27086,-0.7174407,4.8880568,4.0
23890,2.3769789,-4.041305,3.0
41094,-3.546018,-9.656879,6.0
11893,-8.641509,4.1481338,1.0
39045,-6.0439625,-6.5163193,6.0
53713,3.4150782,0.37458336,8.0
57758,1.521413,5.879923,9.0
52757,5.9499474,-1.0103871,8.0
26963,3.736992,4.3305545,4.0
54352,5.5694532,4.725516,9.0
14786,-7.084626,-2.2209349,2.0
59866,2.976116,5.1178474,9.0
65633,2.0227742,-1.5186214,5.0
26754,3.6802897,5.9225283,4.0
41188,-3.091133,-4.586605,6.0
54524,7.202646,2.9418855,9.0
599,-0.9203132,-4.6230474,0.0
44715,3.8306746,7.4997177,7.0
2277,3.4914432,-9.276374,0.0
56386,4.4221196,4.6799765,9.0
51627,-0.96780044,0.5431558,8.0
65823,-1.9933062,-2.4069731,5.0
417,1.1720183,-6.552895,0.0
49877,-0.70136607,2.9704418,8.0
38954,-4.9775867,-5.336963,6.0
899,1.4045863,-9.073089,0.0
45695,-3.2595165,5.314478,7.0
9536,-2.9625134,3.0778477,1.0
7434,-3.6433134,3.8313694,1.0
43958,1.4081796,8.651726,7.0
57602,-1.3526133,5.909917,9.0
17986,-5.851875,1.0471307,2.0
3460,-0.30866683,-7.7219934,0.0
2038,0.04022617,-9.344519,0.0
656,2.7542262,-7.083394,0.0
31971,-1.5198702,-1.8481295,5.0
24192,6.9472647,-2.3479254,3.0
15961,-6.171962,-2.6803389,2.0
33199,7.3067613,-4.3428397,5.0
9346,-8.918215,2.96651,1.0
54792,2.1998153,4.1130705,9.0
64148,0.97900593,-2.6491346,3.0
6247,-6.7950416,4.2222004,1.0
7543,-3.650029,3.798875,1.0
57627,1.6096419,6.5032454,9.0
1116,1.2008811,-8.282215,0.0
11780,-8.831736,2.9928577,1.0
39667,-2.9257135,-4.731066,6.0
27028,8.1789,4.614872,4.0
58650,2.8334007,3.4719968,9.0
3367,1.674268,-8.009008,0.0
13903,-7.588578,-3.5961962,2.0
36395,-5.286559,-8.710467,6.0
57555,2.2571726,4.9414225,9.0
9514,-5.1759777,3.9912238,1.0
697,2.3108206,-9.618269,0.0
61696,-8.480118,3.9094386,1.0
69871,3.6031566,5.780464,9.0
28113,-0.06494481,3.7330656,4.0
43419,-1.7999768,9.719183,7.0
16765,-7.222089,0.25870997,2.0
31405,3.6820614,-0.84817976,5.0
69989,0.098263785,5.076176,9.0
50483,2.0187361,1.8137624,8.0
57329,-0.39183313,5.182342,9.0
27698,-0.08217797,4.8210073,4.0
12050,-6.02807,4.906179,1.0
67363,5.1137075,8.504272,7.0
18603,-8.213317,-2.2598836,2.0
67937,5.132412,8.805819,7.0
8114,-8.605814,3.8775134,1.0
21137,-9.169682,3.6149516,3.0
54756,-2.1350548,5.8961806,9.0
45267,5.2012677,7.5182843,7.0
13134,-6.4349813,-1.6869507,2.0
22241,1.5204144,-4.723328,3.0
42312,-4.2708983,5.5766554,7.0
68141,3.2088144,1.8047175,8.0
42110,-2.9265015,7.3284693,7.0
25641,3.3583336,3.7352602,4.0
854,1.686483,-9.0301695,0.0
1040,-0.45743096,-9.023871,0.0
42448,2.7277284,7.933475,7.0
23497,3.604813,-4.5933485,3.0
13193,-5.186224,1.274668,2.0
36705,-3.5367007,-5.042657,6.0
50901,-0.34362558,0.2515747,8.0
58006,5.488714,2.9043825,9.0
7297,-2.9332135,2.3263505,1.0
48454,8.422634,-4.2675843,8.0
67158,4.0314264,8.702824,7.0
18072,-6.8287024,-3.1148171,2.0
21224,3.7471457,-4.676774,3.0
47463,4.7903666,8.574571,7.0
23361,4.889496,-3.2258754,3.0
62203,-8.318484,-3.2146816,2.0
381,2.0424123,-7.5189,0.0
67479,0.80915475,9.719494,7.0
7286,-6.441221,4.2884383,1.0
65345,7.3911376,-4.1712403,5.0
17528,2.863398,-0.3881558,2.0
27870,5.0746965,3.9177616,4.0
26097,2.3724227,3.2396455,4.0
47750,1.4715712,8.80833,7.0
31375,7.431223,-4.5079913,5.0
1376,2.7881675,-9.153953,0.0
4661,-0.74001855,-5.7868776,0.0
37053,-2.986248,-4.529629,6.0
39655,-4.2892733,-7.627993,6.0
53474,5.10008,0.8451577,8.0
54806,4.765681,4.252729,9.0
590,1.0893791,-9.716838,0.0
39947,-5.924114,-5.9634295,6.0
16637,-8.38969,-0.81148136,2.0
6928,-3.5796003,4.1382217,1.0
11752,-5.6962,2.8984401,1.0
11669,-4.4156647,6.842388,1.0
18625,7.34786,-3.3600338,3.0
53437,3.939027,0.32528606,8.0
30060,6.9805093,5.0899277,4.0
11214,-10.133835,0.9839625,1.0
39112,-3.6392522,-5.760601,6.0
9786,-6.733728,3.2167108,1.0
25893,6.0108213,2.0380156,4.0
14132,-6.890594,-0.032562736,2.0
8698,-2.4792554,3.2703333,1.0
55494,0.94197327,6.1632724,9.0
56315,-2.5531707,6.5989485,9.0
69501,4.7774754,3.8477037,9.0
64701,-0.6010225,5.576829,4.0
68849,1.1363653,0.97975105,8.0
42357,-2.1458764,8.845682,7.0
17473,-6.3235407,-1.2209117,2.0
25604,7.390631,5.681023,4.0
5401,0.74776995,-7.2416286,0.0
62059,-5.902638,5.038868,1.0
19592,4.473663,-5.424326,3.0
14019,-6.8113184,-2.9911664,2.0
1708,-0.5136155,-9.876591,0.0
24331,7.854229,-2.8189414,3.0
33774,-1.7887924,-2.9913995,5.0
289,-0.011138367,-8.755246,0.0
